Id,preco
0,1500000.0
1,290000.0
2,400000.0
3,195000.0
4,330000.0
5,154000.0
6,690000.0
7,400000.0
8,330000.0
9,1550000.0
10,540000.0
11,270000.0
12,1250000.0
13,330000.0
14,750000.0
15,540000.0
16,349000.0
17,458000.0
18,570000.0
19,780000.0
20,1141000.0
21,235000.0
22,290000.0
23,365000.0
24,284000.0
25,350000.0
26,200000.0
27,622000.0
28,690000.0
29,810000.0
30,250791.0
31,2600000.0
32,1200000.0
33,1700000.0
34,1200000.0
35,250000.0
36,480000.0
37,1500000.0
38,450000.0
39,400000.0
40,1400000.0
41,625000.0
42,349000.0
43,1400000.0
44,900000.0
45,250000.0
46,525000.0
47,290000.0
48,453600.0
49,460000.0
50,475000.0
51,335000.0
52,900000.0
53,770000.0
54,870000.0
55,350000.0
56,690000.0
57,420000.0
58,810000.0
59,1100000.0
60,2764500.0
61,650000.0
62,1800000.0
63,5500000.0
64,392793.0
65,400000.0
66,546300.0
67,1490000.0
68,900000.0
69,340000.0
70,2500000.0
71,160000.0
72,600000.0
73,730000.0
74,310000.0
75,3500000.0
76,290000.0
77,330000.0
78,200000.0
79,950000.0
80,650000.0
81,275000.0
82,323000.0
83,2450000.0
84,2000000.0
85,345000.0
86,378000.0
87,550000.0
88,200000.0
89,380000.0
90,510000.0
91,700000.0
92,195000.0
93,309000.0
94,180000.0
95,690000.0
96,1100000.0
97,1800000.0
98,440000.0
99,580000.0
100,458000.0
101,330000.0
102,1200000.0
103,420000.0
104,420000.0
105,1380000.0
106,850000.0
107,850000.0
108,315000.0
109,700000.0
110,380000.0
111,670000.0
112,270000.0
113,380000.0
114,820000.0
115,380000.0
116,710000.0
117,2150000.0
118,900000.0
119,450000.0
120,2400000.0
121,337000.0
122,1200000.0
123,250000.0
124,220000.0
125,640000.0
126,310000.0
127,2450000.0
128,234000.0
129,1590000.0
130,1350000.0
131,2500000.0
132,510000.0
133,2400000.0
134,1200000.0
135,460000.0
136,670000.0
137,3000000.0
138,1200000.0
139,330000.0
140,2900000.0
141,487000.0
142,200000.0
143,850000.0
144,295000.0
145,700000.0
146,180000.0
147,1300000.0
148,650000.0
149,975000.0
150,550000.0
151,840000.0
152,770000.0
153,849000.0
154,450000.0
155,480000.0
156,550000.0
157,400000.0
158,595000.0
159,3500000.0
160,2230000.0
161,480000.0
162,955000.0
163,530000.0
164,300000.0
165,314000.0
166,690000.0
167,900000.0
168,440000.0
169,1500000.0
170,650000.0
171,440000.0
172,630000.0
173,700000.0
174,650000.0
175,2200000.0
176,830000.0
177,378000.0
178,1400000.0
179,430000.0
180,740000.0
181,230000.0
182,3200000.0
183,750000.0
184,800000.0
185,440000.0
186,700000.0
187,480000.0
188,1150000.0
189,370000.0
190,870000.0
191,1300000.0
192,250000.0
193,350000.0
194,398000.0
195,1370000.0
196,300000.0
197,3400000.0
198,271000.0
199,590000.0
200,950000.0
201,260000.0
202,660000.0
203,1500000.0
204,620000.0
205,205000.0
206,220000.0
207,380000.0
208,850000.0
209,1700000.0
210,800000.0
211,2300000.0
212,550000.0
213,570000.0
214,1090000.0
215,323000.0
216,315000.0
217,550000.0
218,650000.0
219,173000.0
220,650000.0
221,1100000.0
222,6000000.0
223,235000.0
224,365000.0
225,670000.0
226,330000.0
227,600000.0
228,680000.0
229,580000.0
230,521000.0
231,320000.0
232,310000.0
233,550000.0
234,480000.0
235,272000.0
236,900000.0
237,890000.0
238,1100000.0
239,550000.0
240,850000.0
241,160000.0
242,570000.0
243,340000.0
244,820000.0
245,390000.0
246,299000.0
247,580000.0
248,600000.0
249,1430000.0
250,1100000.0
251,400000.0
252,570000.0
253,535000.0
254,550000.0
255,1100000.0
256,430000.0
257,470000.0
258,2600000.0
259,1541680.0
260,550000.0
261,750000.0
262,330000.0
263,760000.0
264,365000.0
265,370000.0
266,314000.0
267,680000.0
268,500000.0
269,1200000.0
270,390000.0
271,350000.0
272,689999.0
273,535000.0
274,466233.0
275,450000.0
276,500000.0
277,1500000.0
278,430000.0
279,1300000.0
280,320000.0
281,1350000.0
282,350000.0
283,450000.0
284,1800000.0
285,4700000.0
286,780000.0
287,1150000.0
288,570000.0
289,750000.0
290,680000.0
291,1200000.0
292,890000.0
293,470000.0
294,3200000.0
295,440000.0
296,440000.0
297,1315000.0
298,320000.0
299,530000.0
