Id,preco
0,1245872.4502481497
1,1803083.9406469855
2,531066.7131957571
3,1127724.0561085471
4,695257.170248151
5,956428.126324661
6,732473.6296510559
7,938316.8427772608
8,2051871.3309125956
9,1038831.0586695857
10,939416.4537305842
11,2051871.3309125956
12,476746.58527887036
13,587351.1632424414
14,1020448.340623503
15,712174.9805230821
16,2008388.3727956382
17,1115073.966191333
18,391883.40294055897
19,2253780.5387489144
20,967730.2834351518
21,1596332.1799825411
22,1115451.8211320778
23,696359.580375871
24,964493.9496745395
25,376292.7092535242
26,983663.1781090244
27,1753534.9131900812
28,51319.751334334374
29,700840.2904767267
30,699595.9141364833
31,1991058.7299885908
32,280591.5404013833
33,700674.6920566874
34,364913.95493545674
35,1083088.4835259554
36,603406.9424801647
37,683660.6499595898
38,819086.7031488654
39,671476.6646805619
40,1916923.5206721073
41,1877519.6171410675
42,375701.7341374975
43,712074.0093666957
44,896265.3369224208
45,1269605.5644926396
46,1731213.4846742223
47,907053.1161244616
48,935101.3420497678
49,964493.9496745395
50,764393.3596524579
51,1473518.223618728
52,1323987.8010402601
53,678581.2046368979
54,525016.4276630776
55,1339090.6919231173
56,1163885.3283126391
57,1004973.1327338448
58,558930.599775417
59,403413.8176184838
60,1081763.257629371
61,407539.1782817653
62,968182.4322854225
63,1262231.8558093659
64,1564749.8436539993
65,2121991.895725861
66,275197.6508003628
67,1424652.8012652136
68,1989533.75065385
69,1420155.9396634595
70,3466586.290047205
71,581831.384076083
72,1333070.1732521635
73,1835145.7315500365
74,655661.2645333507
75,1409069.1958347342
76,254435.26653722383
77,2253780.5387489144
78,1120467.8557923534
79,1062840.4771712662
80,898422.892762829
81,1218459.394638327
82,745959.7324977431
83,791446.1419044695
84,722072.5137026142
85,908131.8940446657
86,788209.8081438573
87,614194.7216822057
88,1058676.2000464278
89,635129.4690313656
90,1994518.3643836244
91,263262.38245989254
92,242390.97265682404
93,2316171.9213625966
94,962900.7938458854
95,594617.8285668103
96,647031.041171718
97,462299.6977446159
98,603655.7166093534
99,898422.892762829
100,922156.0070073189
101,1477596.7732135374
102,356302.8873767052
103,997081.4950348634
104,2105810.2269228
105,786075.8845109651
106,1186475.9586247813
107,962336.3938341313
108,283340.07135781785
109,1134758.324467129
110,1514967.1687728895
111,131712.47836313304
112,477260.96318732045
113,232931.23036973248
114,2382155.1112532006
115,624010.4361915821
116,438196.6928000184
117,1056346.9766169225
118,628482.0582814743
119,2046217.1222393718
120,2422492.401805049
121,1369175.7277119847
122,364913.95493545674
123,2103320.829773598
124,2145725.009970351
125,918919.6732467066
126,868377.3349126459
127,815179.2561489594
128,3453725.457133224
129,869914.5852103552
130,1418849.220647186
131,2784815.493019273
132,672626.4661313812
133,1134757.5725342678
134,2078350.0470571825
135,184333.85752683936
136,915683.3394860943
137,1052439.3612228245
138,796840.03150549
139,824444.6498260756
140,425696.05360819335
